sentiment,category,confidence,analysis_source,keywords,review_text
good,atmosphere,0.6,keyword,"อร่อย,ชอบ,แนะนำ,สด,นุ่ม",ตามรอย wongnai Best of 2016 มาชิมพายมะพร้าวอ่อน ไม่ผิดหวังจริงๆ ค่ะ อร่อยมากเลยค่ะ ตัวพายมี 3 ชั้น ชั้นแรกเป็นครีมสดโรยด้วยถั่วแมคคาดาเมียอันอร่อยนุ่มชุ่มลิ้น ชั้นที่สองเป็นครีมมะพร้าว รสกลมกล่อมด้วยมะพร้าวอ่อนๆ ชั้นสุดท้ายเป็นแป้งพายกรอบกรุบๆ แนะนำว่าถ้ามาเชียงใหม่ไม่ควรพลาดค่ะสำหรับผู้ที่ชื่นชอบเค้ก บรรยากาศร้านก็ดูชิลๆ นั่งสบายค่ะ ออกแนวดิบๆ นิดหน่อย ผนังเป็นปูนเปลือย มีโต๊ะนั่งประมาณ 10 โต๊ะ
bad,service,0.6,keyword,"ดี,แย่,แพง,พนักงาน,บริการ",คนพื้นที่ บ่กินร้านนี้เด้อ รสชาตธรรมดา ราคาแพง บริการแย่ เคยไปเมื่อปีที่แล้ว 6 คน พอแจ้งจำนวนคน พนักงานชักสีหน้าบอกว่า มาโต๊ะใหญ่ต่อไปต้องจอง ทั้งๆทีโต๊ะว่างก็มี รับเมนูมาจะสั่งอาหาร เท่าที่สังเกตพนักงานจะบริการเฉพาะโต๊ะที่คุ้นเคยเท่านั้น โต๊ะเราเรียกเท่าไหร่ก็ไม่มา สั่งเสร็จรออีกสักพัก อาหารมาจานใหญ่มากกกก ใหญ่แต่จานอาหารนิดเดียว จำได้ว่าสั่งปลาหมอทะเลทอด มา 4 ชิ้น หมึกที่เหมือนกับผัดน้ำมันห...
good,price,0.6,keyword,"อร่อย,คุ้ม,ช้า,ช้า,ราคา",ร้านอาหารทะเลเก่าแก่ เดิมร้านอยู่บริเวณริมแม่น้ำเจ้าพระยา ตอนนี้ร้านย้ายมาอยู่ตรงซอยดับเพลิง ร้านเปิดตอนเย็นแต่ถ้าไปช้าคนจะเยอะมาก จะไม่มีทั้งที่นั่งและที่จอดรถ อาหารร้านนี้ถือว่าถูก คุ้มราคา และยังอร่อยอีกด้วย แต่ข้อเสียคือคนจะเยอะมากก ทำให้ต้องนั่งเบียดกันและรัอนด้วย
good,service,0.6,keyword,"อร่อย,ดี,รอ",เคยมาทานกับเพื่อนค่ะ ทานตัวนี้เลย เป็นพวก Beef Lover อยู่แล้วค่ะ อร่อยฟินมากๆๆ คร่าวนี้มากับทีมวงในใจดี รีบตอบตกลงเลยค่ะ แล้วก้อโชคดี ได้ทาน Rib Eyes Steak สุดโปรดอีกครั้ง ฟินๆๆๆๆ มาคร่าวนี้ได้ลองทานหลายอย่างที่ไม่ได้สั่งคร่าวที่แล้วนะคะ อาทิ ไส้อั่ว เอ้ย! ไส้กรอกหมูเนื้อสไตล์ Argentinian และยังมีกระหรีพัฟไส้หมูสับ อร่อยดีค่ะ แต่ไม่อยากทานเยอะเด๋วจะอิ่ม ต้องเผื่อท้องไว้รอ Rib Eyes ...
bad,atmosphere,0.6,keyword,"สด,หอม,เหม็น,เค็ม,แข็ง",สลัดสาหร่าย มีสาหร่ายญี่ปุ่นสามชนิดวางมาบนน้ำแข็งเย็นๆ ทานกับน้ำจิ้มงารสชาติมันๆเปรี้ยวอ่อนๆหอมงา ห้ามราดลงบนสลัดเด็ดขาด ให้จิ้มทานเอา เป็นจานเรียกน้ำย่อยที่สดชื่นมากๆ ซาซิมิรวม ทุกอย่างสด ฉ่ำ หวาน และ ทีเด็ดร้านนี้เลยคือว่าซาบิสดดองที่ต้องสั่งเพิ่ม มีเนื้อของต้นวาซาบิให้เคี้ยว รสชาติเค็มกลมกล่อม ไม่ฉุนจนเหม็นแบบวาซาบิสำเร็จรูปของร้านอื่น เนื้อตุ๋น จานนี้เหมือนออกไ...
good,service,0.6,keyword,"ดี,สะอาด,เลิศ,หอม,พนักงาน",ร้านเจ๊โส่ย เป็นร้านข้าวหมูแดงรสเลิศในแถบสามย่านนี้ ร้านมีขนาดหนึ่งคูหา มีตู้โชว์แขวนหมูแดงและหมูกรอบอยู่หน้าร้าน โต๊ะเก้าอี้วางเรียงติดผนังเข้าไปในร้าน ทางร้านรักษาความสะอาดได้ดีพอสมควรเมื่อเทียบกับความเก่าแก่ของตัวร้าน พนักงานในร้านก็เอาใจใส่ลูกค้าเป็นอย่างดี นอกจากข้าวหมูแดงหมูกรอบกุนเชียงแล้วทางร้านยังมีเมนูซุป อย่างเช่น มะระยัดไส้หมูสับ เยื่อไผ่เห็ดหอม เป็นต้น วันนี้สั่งข้าวหมูแดงหมูกรอบ...
bad,price,0.6,keyword,"แพง,น้อย,ราคา,แพง,ร้าน",ร้านปิ้งย่างเกาหลีในตำนานของใครหลายๆคน มันเป็นเหมือนร้านในราคาย่อมเยาที่เราทานตั้งแต่ตอนเป็นนิสิตยันเรียนจบ พอเป็นช่วงวัยทำงานก็ห่างหายจากย่านนี้ไป กลับมาอีกครั้งก็พบว่าทุกอย่างยังเหมือนเดิม โลเคชั่นเดิม มีที่จอดรถน้อยมากเหมือนเดิม ยังคงเป็นบุฟเฟ่ต์เหมือนเดิม แต่เพิ่มเติมคือมีหลายเรท ใครเป็นสายเนื้อและซีฟู้ด ก็จะเป็นราคาที่แพงขึ้น ส่วนชาวหมูเกาหลีเลิฟเวอร์อย่างเรา เอาแค่ standard พอ คนละ 329...
good,service,0.6,keyword,"ดี,เค็ม,รอ,ร้าน,ถนน",ก๋วยจั๊บเจ้มจ้น ร้านดังย่านศรีนครินทร์ เอกไพลิน มาไม่ยากเลยค่ะ อยู่บนถนนศรีนครินทร์ ติดอยู่ติดถนนใหญ่ สังเกตป้ายเอกไพลินใหญ่ๆ ใช่เลยยย มาค่ะ มาเริ่มกันที่ก๋วยจั๊บหรือจะเป็นเกาเหลาก็ได้นะคะ ต่างกันแค่ใส่เส้น น้ำซุปมีความเจ้มจ้นของพริกไทย เค็มกำลังดี เครื่องที่ใส่ก็เลือกเลยค่ะ หมูชิ้น หมูกรอบ เครื่องใน หรือถ้าใ...
bad,price,0.6,keyword,"อร่อย,ไม่อร่อย,ผิดหวัง,ถูก",ก็พอทานได้นะ แต่ยังไม่โดนสำหรับเรา ไม่ถูกปากเท่าที่ควร คาดหวัดไว้ว่าจะอร่อยกว่านี้ แต่แอบผิดหวังนิดๆ ความคิดเห็นส่วนตัวนะคะ ปากคนเราไม่เหมือนกันเนอะ ปลาอินทรีย์อร่อยสุดค่ะ นอกนั้นไม่ค่อยผ่าน หรือเราไปดึกใกล้ครัวปิดเขาเลยทำไม่อร่อย ฮ่าๆ วันหลังเด๋วไปลองใหม่
good,service,0.6,keyword,"อร่อย,ดี,สะอาด,ช้า,ช้า",เช้าวันในตกพรำๆ แบบนี้ ได้มีโอกาสแวะไปทำธุระแถวบางรัก ก็อดไม่ได้ที่จะแวะไปกินโจ๊กร้านนี้ ระหว่างทางก็คิดว่าจะเปิดร้านไหมนะ? รีบเดินเลยครับ พาภรรยามาชิมด้วย ถ้าพามาแล้วไม่ได้ชิม ผมคงโดนกินหัวแน่ๆ ไปถึงร้านก็ดูสะอาดสะอ้านกว่าเก่า ซึ่งตอนนี้ลูกสาวอาม่ามายืนขายแทนล่ะ มีลูกมือสาวๆ 45 คน สั่งไป 2 ชามครับ ใส่ใข่ทั้งสองชาม พร้อมปาท่องโก๋อีก 2 ชิ้น ซึ่งหั่นเป็นชิ้นเล็กพอดีคำมาในถ้วยเล็กๆ อร่อยครับ รสชา...
good,atmosphere,0.6,keyword,"ดี,ดิบ,ร้าน,จอดรถ,ร้อน",ร้านอาหารเล็กๆ อยู่ในซอยนิมมาน 17 ถ้ามาจากปากซอย เข้าทางซอย 15 ตรงมาจนถึงแยกกลางซอย เลี้ยวขวา แล้วเลี้ยซ้ายอีกที แล้วตรงมาเรื่อยๆ พอถึงร้าน Iberry สังเกตุขวามือเลยไปซัก 23ห้องมีป้ายหน้าร้านค่ะ ที่จอดรถไม่มาก ถ้ามามอเตอร์ไซค์สะดวกกว่า ร้านเล็กๆ แต่ดัง มีดีที่ก๋วยเตี๋ยวคั่วไก่ มีทั้งแบบธรรมดาและกะทะร้อนค่ะ ถ้าแบบธรรมดาก้อหน้าตาเป็นคั่วไก่เนี่ยแหละ แต่ถ้ากะทะร้อนจะมีไข่ดิบด้านบน...
good,atmosphere,0.6,keyword,"ดี,ชอบ,สวย,ผิดหวัง,บรรยากาศ",ร้านนี้เป็นร้านกาแฟชื่อดังในเชียงใหม่เลยค่ะ แต่ติดตรงที่อยู่ย่านนิมมานทำให้หาที่จอดรถยาก เราจึงยังไม่ได้มาลิ้มลองสักทีวันนี้มีโอกาส จึงต้องลองเสียหน่อย ไม่ผิดหวังเลยชอบบรรยากาศของร้านนี้แม้คนจะเยอะ เพราะพอเข้ามาในร้านจะรู้สึกว่าเรามีความรู้เรื่องกาแฟมากขึ้นมันมีเรื่องราวเขียนอยู่บนฝาผนังและอยู่ในเมนูให้เราได้อ่าน สนุกดีค่ะ วันนี้ สั่งเป็น flat white รสชาติดีมากเลยกลมกล่อมดีลายอาร์ตบนกาแฟก็สวย...
good,atmosphere,0.6,keyword,"อร่อย,ดี,ชอบ,สด,หอม",ร้านเนื้อเก่าแก่ ปิดดึก คนเยอะ แค่อยู่หน้าร้าน ก็ได้กลิ่นเนื้อตุ๋นเครื่องยาจีนหอมๆเตะจมูกแล้วครับ เนื้อตุ๋นหม้อใหญ่ ซุปเข้มข้น เครื่องเคราเนื้อมาครบๆ เนื้อสด เนื้อเปื่อย น่องลาย เครื่องใน เอ็น ผ้าขี้ริ้ว เนื้ออร่อย ไม่มีกลิ่นครับ มาคนเดียวสั่งเกาเหลา มาหลายคนสั่งหม้อไฟ ชอบเข้มข้นสั่งใส่เลือดเพิ่มได้ ใส่แล้วยิ่งหวาน หอม ซดน้ำคล่องคอครับ สั่งแล้วผสมน้ำจิ้มพริกตำ พริกป่น น้ำปลา ปรุงรสตามชอบไว้...
good,atmosphere,0.6,keyword,"ดี,ชอบ,สด,แย่,คิว",แม้ว่าตอนนี้จะขยายไป 4 สาขาแล้ว แต่ร้านดั้งเดิมตรงนี้ก็ยังมีคนล้นหลามอยู่เสมอ บรรยากาศจะเป็นแบบเก้าอี้ดนตรีหน่อยๆค่ะ 555 ต้องแย่งชิงที่นั่งนิดนึง ส่วนคิวต่ออกไปจนนอกร้านตลอดเวลาจ้า ที่นี่จะแบ่งเป็นสเตชั่น ขนมปังปิ้ง ขนมปังนึ่ง และ น้ำค่ะ เพราะฉะนั้นก็จะมี 3 คิวหลักๆ ส่วนคิวที่ต่อยาวไปนอกร้านคือคิวขนมปังปิ้งจ้าา เราไม่สามารถสั่งน้ำและขนมปังในที่เดียวกันได้นะจ่ะ ปกติชอบกิน นมสดเย็น เพราะชื่นใจด...
good,atmosphere,0.6,keyword,"อร่อย,ดี,ชอบ,สด,ผิดหวัง",ร้านนี้ สำหรับคนรักการกินแซลมอนโดยเฉพาะ บุฟเฟ่ต์ 1 ช.ม. ครึ่ง เราขอรีวิวแบบคร่าวๆนะ อยากบอกว่า ใครที่ชื่นชอบซาซิมิ มาที่นี่ ไม่มีผิดหวังเลย ทั้งแซลมอน ปลาหมึก ปลากระพง ปลาซาบะ มันสดมาก ยิ่งเนื้อแซลมอนนะ ฟินสุดๆ สด อร่อยมากค่ะ นอกจากนั้นยังมีเมนูซูชิแบบต่างๆ แต่ส่วนใหญ่ก็เป็นประเภทแซลมอนแหล่ะ และก็มีประเภท หมู เนื้อวัวย่าง กุ้งทอด สลัดผักก็มีด้วย แต่เมนูที่น่าผิดหวังมีอย่างเดียว คือข้าวผัดกระเท...
good,service,0.6,keyword,"อร่อย,ดี,แนะนำ,รอนาน,รอ",สั่งเลยอร่อยทุกอย่าง ก่อนไปอย่าลืมโทรจองคิว เพราะขนาดจองยังรอนานมากกกก รอบนี้ไปกันหลายคน สั่งไรมาหมดเกลี้ยงคะ แนะนำว่า ตอนสั่งสั่งรอบเดียวเอาให้พอนะคะ เพราะถ้าสั่งอีกอาจจะรอนานลูกค้าเขาเยอะจริงๆ อร่อยสมคำร่ำลืม ขายดูจนอิจฉาาา
bad,price,0.6,keyword,"อร่อย,ช้า,แพง,น้อย,ช้า",ถ้าถามถึงสุกี้ที่อร่อยที่สุดในเชียงใหม่ คงต้องตอบได้เลยว่าร้านนี้แหละ เป็นสุกี้ที่อร่อยที่สุดดดดดดดดดดดดดดด แฮร่ คนเยอะมาก อร่อยมากด้วย น้ำราดสุกี้เป็นเอกลักษณ์เฉพาะตัวมากๆ บวกกับร้านลูกชิ้นปิ้งร้านข้างๆ กินคู่กันอร่อยมาก ราคาไม่แพง ได้น้อยไปนิด แต่รับประกันความอร่อย. อยู่ตรงประตูช้างเผือก หน้า ford
good,atmosphere,0.6,keyword,"สะอาด,ร้าน,เสียง",ร้านก๋วยเตี๋ยวต้มยำไข่หวานอันเลื่องชื่อ ของ ยูเนี่ยนมอล มีเสียงเรียกแขกอันเป็นเอกลักษณ์ ใครเดินผ่านเป็นต้องสะดุด ในส่วนของก๋วย้ตี๋ยวนั้น แซ่บตามชื่อร้าน ไข่เยิ้มมากๆ หมูโคตรเด้ง น้ำซุปจะหวานไปนิด และร้านจะไม่ค่อยสะอาดเท่าที่ควร
bad,price,0.6,keyword,"แพง,บริการ,ราคา,แพง,บรรยากาศ",ถึงเจียงใหม่ ร้านอาหารพื้นเมืองตั้งอยู่ด้านหลังมช. บรรยากาศกิ๊บเก๋นั่งอยู่ภายใต้หลังคามุงฟางกระโจมรูปสามเหลี่ยม เมนูอาหารละลานตามาก ลาบหมูคั่ว ฮังเล โฮ๊ะ แหนมซี่โครงทอด ฯลฯ อาหารทั่วไปก็มีให้บริการด้วย เช่น ไข่ตุ๋นทะเล ทะเลพริกไทยดำ เป็นต้น ขนาดจานกระทัดรัดจึงสั่งมาชิมได้หลายอย่าง ราคาไม่แพง รสชาติประทับใจ
bad,service,0.6,keyword,"อร่อย,ช้า,จืด,รอ,ช้า",ขิงที่มาเป็นก้อนเชียวน๊ะจ๊ะ ถามว่าเวิร์คมั้ย ไม่อะ ความรู้สึกลึกๆของเสี่ยวหลงเปาว่ารู้สึกว่าลูกมันเล็กลง แล้วค่อนข้างจืด ส่วนพริกหยวกสอดไส้ก็หวานมากๆ แต่ที่รู้สึกเซ็งคือ ข้าวเปล่ามาช้ามาก จนทุกอย่างเย็นชืด อาจจะทำให้ความอร่อยดรอปลงไปก็ได้
bad,service,0.6,keyword,"ช้า,พนักงาน,ช้า,ร้าน,โต๊ะ",เนื่องในวันหยุดนี้ เราก็เลยไปไหว้พระกัน ทริปของเราเป็นแบบเช้าเย็นกับค่ะ ซึ่งเราเลือกกันที่จะไปอยุธยา กันเป็นประจำทุกๆปี หลังจากไหว้พระเป็นที่เรียบร้อยแล้ว เราก็มุ่งตรงไปที่ร้านอาหารกันค่ะ ร้านที่เราเลือกกันในวันนี้คือ ร้านต้นน้ำริเวอร์วิว โดยก่อนเราไปถึงร้านกัน เราได้โทรจองโต๊ะกันไว้ก่อน ซึ่งตอนจองพนักงานก็จะถามเราค่ะว่าอยากนั่ง...
good,service,0.6,keyword,"ดี,ชอบ,แนะนำ,รอ,โต๊ะ",มาแถวบางนา เลยแวะไปทานยศข้าวต้มแถวลาซาล ไปทานครั้งแรก คนเยอะทานเยอะมากแต่ดีที่มีโต๊ะว่างพอดี รออาหารนานพอสมควร ถ้าใครหิวแล้วไปทานไม่แนะนำ จะอารมณ์เสีย รสชาติเอาจริงๆเหมือนชอบรสชาติเม้งปูดองมากกว่า รสชาติจัดจ้านกว่า
good,atmosphere,0.6,keyword,"สวย,ราคา,บรรยากาศ,ร้าน,ห้องน้ำ",ร้านนี้อยู่เส้นราชพฤกษ์ เปิดมานานเเล้ว ร้านออกเเบบได้สวยงาม กว้างขวาง โอ่โถง มุมต่างๆของร้าน เเม้เเต่ห้องน้ำก็ตกเเต่งสวยงาม ร่มรื่นมากๆ ต้นไม้เยอะ บรรยากาศเหมือนอยู่ในสวนสัตว์ไนท์ซาฟารี ผสมกับพระตำหนักภูพิงค์ อาหารหลากหลาย ตกเเต่งจาน ชาม สวยงาม รสชาติใช้ได้ ราคาค่อนข้างสูง
bad,service,0.6,keyword,"ช้า,รอ,คิว,ช้า,ราคา",สุกี้โคคาหน้าตลาดช้างเผือก ร้านรถเข็นเล็กๆหน้าตาดูเหมือนร้านอาหารริมทางทั่วๆไป เปิดขายตอนเย็นจนถึงดึก รอบข้างมีอาหารร้านอื่นหลากหลายให้เลือกสั่ง ร้านดูบ้านๆแต่คนมากินเยอะ คิวยาวแบบไม่ธรรมดา เมนูสุกี้น้ำ สุกี้แห้ง เนื้อวัว เนื้อหมู ทะเล มีปลาหมึกกรอบด้วย เส้นหมี่ เส้นเล็ก เส้นใหญ่ วุ้นเส้น สั่งเป็นเกาเหลาหรือลวกจิ้มก็ได้ ราคาธรรมดา 40บาท พิเศษ 50บาท จานยอดนิยมที่สุดน่าจะเป็นสุกี้แห้ง สุก...
good,service,0.6,keyword,"อร่อย,ดี,สด,สะอาด,หอม",ร้านนี้คนเยอะมากกกก ขนาดไปกินตอนวันอาทิตย์ตอนบ่ายสอง ร้านก้คนเต็มอ่ะ แต่ก็ยังดีที่มีไอติมรวมมิตรฟรีให้กินระหว่างรอ ปลาอินทรีย์ทอดราดน้ำปลา อร่อยมาก ชิ้นใหญ่มาก ปลาโคตรสด กุ้งแชบ๊วยทอดน้ำปลา อร่อยมากเหมือนกัน ต้มข่าทะเล อันนี้ไม่ถูกปากอ่ะ แบบกะทิกับมะนาวไม่ค่อยหอม แต่คนอื่นอาจจะอร่อยก็ได้ หักดาวนึงที่ร้านดูไม่ค่อยสะอาดอ่ะ แต่อาหารก็ดูสะอาดอยู่ พนักงานก้มีบางคนไม่ค่อยดีเท่าไหร่ แบบไม่ค่อยส...
good,atmosphere,0.6,keyword,"แนะนำ,ร้าน",เมื่อวานนี้ตั้งใจมากินข้าวผัดปู แต่พลาดเลยอดกินตามระเบียบ 5555 แต่ยังมีอีกร้านที่น่าสนใจ เลยได้มีโอกาสมาชิมร้านนี้ ก๋วยเตี๋ยวเย็นตาโฟรสชาติโอเคเลย ทางร้านใส่พริกมาให้แล้ว แนะนำให้ชิมก่อนปรุงนะ ส่วนอีกจานก็ลูกชิ้นทอด ก็พอได้นะ สรุปโดยรวมโอเคนะ
good,atmosphere,0.6,keyword,"อร่อย,ดี,ชอบ,สวย,แย่",ช่วงนี้ นักท่องเที่ยว ก็จะไปแน่นๆแถวชลบุรีและหัวหินหน่อย ถ้าใครมาพัทยาแล้วยังไม่เคยแวะร้านนี้ก็อาจจะถือว่าพลาด สำหรับสายหวาน La Baguette Bakery Cafe ร้านนี้แวะหลายครั้งแล้ว แต่ละครั้งที่เข้ามาในร้าน พี่ก็จะตื่นเต้นกับเค้กหน้าตาสวยๆทุกครั้ง เค้ก น่ารักไปหมด บางชิ้นก็อร่อยโดนใจ บางชิ้นก็ธรรมดา แล้วแต่ชอบ สั่งเค้กมาเยอะแบบนี้ไม่ได้กินคนเดียวนะคะ 555 แย่งกันกินกับเพื่อนๆสนุกดี ทางไ...
bad,price,0.6,keyword,"ดี,แพง,เค็ม,พนักงาน,ราคา",บรรยากาศดี ติดทะเล มีมุมให้ถ่ายรูปเยอะ ที่จอดรถกว้าง อาหารรสชาติธรรมดา ข้าวผัดปู เย็นมาก ปลากะพงทอดน้ำปลา ราคาไม่แพงมาก ยำปู เค็มไปนิดไม่เปรี้ยว ไม่มีเมนู ต้องสั่งอาหารผ่าน wifi ถ้าสั่งพนักงานจะเป็นอีกราคา
bad,atmosphere,0.6,keyword,"น้อย,ร้าน,ถนน",ขนมจีนไหหลำ เส้นขาวอวบ เนื้อแพะน้ำแดง บนถนนมหรรณพ มีร้าน ที่น่าสนใจคือ ร้านขนมจีนไหหลำ เพราะปกติแล้วจะหาทานยากมาก ร้านนี้นะเป็นร้านที่ 2 ที่หาเจอ สั่งมาทาน 1 ชาม ขนมจีนไหหลำ แห้ง เส้นเขาจะขาวอวบเนื้อแน่นเหนียว เครื่องน้อยไปหน่อยนึง มี ผักกาดดอง เนื้อหมู งาคั่ว กระเทียมเจียว และน้ำราดอย่างคลุกคลิกถ้าหากสั่งแห้ง น้ำจิ้มที่ให้ใส่เพิ่มคือน้ำซอสกะปิ รสค่อนข้างเข้มจัด อย่าเติมเยอะนะคะเอาแค่กล...
good,service,0.6,keyword,"อร่อย,ดี,แนะนำ,สวย,หอม",Rocking In Heaven Pork อร่อยแต่เค็มเฟรนฟรายเค็มมาก หอมใหญ่ทอดอร่อยกรอบกำลังดีรวมๆอร่อยนะแต่เค็มไป Blue Monster หอมหวานเปลี้ยวกำลังดีสีสวย แต่รวมๆราคาแอบแพงนะ Rocking In Heaven Porkราคา190 Blue Monsterราคา 65 แต่คงจะเป็นอีกร้านที่จะไม่กินอีกเพราะเค็มและคงไม่แนะนำเพราะราคาแพงไปสำหรับอสหารที่ได้รับและอาหารรอนานพอควรเลยแต่รวมๆบริการโอเคนะพนักงานใส่ใจดีคะ
bad,service,0.6,keyword,"แพง,บริการ,แพง",เพิ่งกินมา รสชาดโบราณเหมือนเดิม บริการธรรมดา อาหารไม่แพงมาก
bad,atmosphere,0.6,keyword,"แข็ง,พนักงาน,รอ,ร้าน,ที่นั่ง",ร้าน Ristr8to ที่นิมมานฯ จะมีอยู่ 2 ร้าน ห่างกันประมาณ 200 เมตร ตอนแรกเราแวะไปอีกสาขาที่อยู่ด้านในเพราะลืมไปว่าร้านหยุดทุกวันอังคาร เลยต้องเดินมาสาขา Main Branch แทน มาสาขานี้ คนเยอะตลอดเลย แต่พนักงานก็พยายามจัดที่นั่งให้นะ ยืนรอไม่นาน วันนี้เราอยากดื่มกาแฟแนว shakerato ซึ่งเป็นเครื่องดื่มแบบเย็นที่ไม่ใส่น้ำแข็งแต่จะเป็นการนำกาแฟไปเขย่ากับน้ำแข็งและนมแทน เหมาะกับอากาศร้อนๆ ช่วงบ่าย เลยสั่งเ...
bad,price,0.6,keyword,"แพง,บาท,แพง,ร้าน,เสียง","ร้านนี้ชื่อเสียงโด่งดังไม่ใช่แค่ในไทย แต่ดังไปทั่วโลกเลย มาถึงหน้าร้านแถวยาวเปนตัว L ขดเลี้ยวไปตามฟุตบาทเลย ครึ่งนึงเปนคนไทย อีกครึ่งนึงเปนต่างชาติมีทุกเชื้อชาติเลย เข้าไปในร้านนิกำแพงร้านเต็มไปด้วย เกียรติรางวัลจนไม่มีที่จะแปะแล้ว มีจากทุกเจ้าเลยเท่าที่เห็นเช่น CNN travel, BBC, Reuter, the Guardian, lonely planet, National geographic, นิตยสารจีน, winner trip adviser, etc ... ขาดแต่ wongnai น..."
bad,atmosphere,0.6,keyword,"ผิดหวัง,พนักงาน,บริการ,บรรยากาศ,ร้าน",เห็นจากการประกาศผลของทาง wongnai ว่าร้านนี้ได้รับรางวัลเลยต้องขอลองสักหน่อยเด้วจะตกเทรนด์ ไม่ผิดหวังจริงๆๆ การเดินทางที่ตั้ง การเดินทางถ้าจะให้สะดวกมา BTS สะดวกที่สุด จะลงสถานี สยาม หรือ สนามกีฬาก็ได้แล้วแต่ว่าใครจะเลือกเดินมาทางไหน เนื่องจากร้านตั้งอยู่ติดกับศูนย์หนังสือจุฬา บรรยากาศบริการ เป็นร้านไม้ตกแต่งได้เรียบง่าย เป็นร้านเล็กๆๆ แต่มีโต๊ะให้นั่งเยอะเหมือนกันนะค่ะ พนักงานน่าร...
bad,atmosphere,0.6,keyword,"ดี,น้อย,ดิบ,เสิร์ฟ,บรรยากาศ","25 Degree เป็นร้านที่อยู่ส่วนหน้าของโรงแรม Pullman Bangkok สีลมครับ การตกแต่งเป็นแนว american ยุคประมาณ 60 คือ มีบาร์พร้อมเก้าอี้เบาหนังกลมๆ โต๊ะเก้าอี้ไม้ดิบๆ เล็กน้อย นับว่าจำลองบรรยากาศมาได้ดีทีเดียว อาหารวันนี้ที่สั่งไปเป็นชุด lunch ของ Bangkok Restaurant Week 2015 ครับ โดยเลือกมาเป็น starter นาโชเนื้อ นาโช chip โปะด้วยเนื้อบด ปรุงมาไม่จัดเกินไป เสิร์ฟพร้อมซอส 3 ตัว มะเขือเทศ, อโ..."
bad,service,0.6,keyword,"รอนาน,รอ,คิว,ร้าน,ซอย",ร้านกาแฟเล็ก ๆ อยู่ตรงสามแยกแถว ๆ โรงแรม Holiday Garden จริง ๆ การเดินทางมาเราเริ่มต้นจากเข้าซอย The Harbour เราก็ขับตรงตามทางมาเรื่อย ๆ ขนสุดทางขวามือจะเป็นโรงแรม แล้วเราจะเจอร้านเล็ก ๆ อยู่ตรงทางแยกเลยค่ะ และที่เราเห็นได้ชัดคือ คนต่อคิวที่หน้าร้านเยอะมาก เยอะจนคิดว่าจะต้องรอนานไหม เรามาถึงร้านประมาณ 8.30 ค่ะ แต่ไหน ๆ ก็มาแล้วก็ลองสักหน่อย ร้านโกเผือกโกดำ เป็นร้านที่เปิด...
good,atmosphere,0.6,keyword,"ดี,ชอบ,แนะนำ,ร้าน",ร้านเบอเกอรี่สไตล์ญี่ปุ่น มีเค้กให้เลือกเยอะ หลากหลายดีคะ แนะนำว่าควรจะไปกันหลายๆคน จะได้ชิมหลายๆเมนู อ้อ! ที่นี่มีบุฟเฟ่นะคะ คนชอบเค้กคงเปรม สำราญเลย สำหรับเราติดตรงไกลบ้านเราไปนิสสส บวกกับไม่ใช่สาวกขนมหวานเท่าไหร่ 555 กินเสร็จนี่ควรเช็คน้ำตาลในเลือดด้วยนะคะ น้ำตาลอาจพุ่งค่ะ 5555
good,atmosphere,0.6,keyword,"อร่อย,สะอาด,สวย,หอม,นุ่ม",Amazingthailand เที่ยวเชียงใหม่เดือนมิถุนายน 2023 ร้านที่ 6 ร้านมีนา เข้ามาในซอยลึกนิดนึง อยู่ใกล้กับตลาดฉำฉา พื้นที่ร้านกว้างใหญ่ร่มรื่นมาก ตกแต่งด้วยโทนไม้สะอาดตา เปิดทุกวันตั้งแต่ 10.0017.00 น. อาหารเป็นแนวอาหารไทย อาหารเพื่อสุขภาพที่ใช้วัตถุดิบธรรมชาติ ตกแต่งจานมาได้สวยงาม ของคาว ข้าว5สีข้าวอัญชัญ 2520. signature ของร้านนี้คือข้าวค่ะ ข้าวหอมนุ่มอร่อย แกงชะพลูป...
bad,atmosphere,0.6,keyword,"ดี,จืด,ผิดหวัง,ร้าน",ได้ยินชื่อมานาน เป็นคนเมืองแท้ๆแต่ไปอยู่กรุงเทพนาน กลับบ้านทีเลยอยากหาร้านอาหารเมืองเด็ดๆกิน เลยมาลองร้านนี้ แต่พูดเลยว่าผิดหวังจัง จิ้นส้มที่ควรจะเปรี้ยวก็จืด แกงผักหวานก็จืด ขนาดเติมน้ำปลาไปเยอะมากก็ยังจืด ตำมะเขือเฉยๆ หมูทอดเฉยๆ ประทับใจอย่างเดียวคือมีไข่มดแดง เพราะเดี๋ยวนี้หาทานยากมาก เลยให้เอาใส่แกงผักหวาน กับทำหมกกับไข่ มาตั้งไกล ไม่น่าถ่อมาเลย หรืออาจเพราะตั้งความหวังไว้สูง เลยผิดหวั...
